Occupancy,SpecificOccupId,Source,Description,Stories,Comment,m4,m3,m2,m1,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,DDF_ID,Basement,HazardRiverine,HazardCV,HazardCA,SortOrder
RES3E,R3E3N,USACE - Chicago,"Apartment Unit Grade, Structure",3to4 Stories,,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,204,,1,1,1,237
RES3E,R3E3B,USACE - Chicago,"Apartment Unit Sub-Grade, Structure",3to4 Stories,,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,205,1,1,1,1,238
RES3E,R3E5N,USACE - Chicago,"Apartment Unit Grade, Structure",5Plus Stories,,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,204,,1,1,1,239
RES3E,R3E5B,USACE - Chicago,"Apartment Unit Sub-Grade, Structure",5Plus Stories,,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,205,1,1,1,1,240
RES3F,R3F1N,USACE - Chicago,"Apartment Unit Grade, Structure",1to2 Stories,,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,204,,1,1,1,241
RES3F,R3F1B,USACE - Chicago,"Apartment Unit Sub-Grade, Structure",1to2 Stories,,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,205,1,1,1,1,242
RES3F,R3F3N,USACE - Chicago,"Apartment Unit Grade, Structure",3to4 Stories,,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,204,,1,1,1,243
RES3F,R3F3B,USACE - Chicago,"Apartment Unit Sub-Grade, Structure",3to4 Stories,,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,205,1,1,1,1,244
RES3F,R3F5N,USACE - Chicago,"Apartment Unit Grade, Structure",5Plus Stories,,0,0,0,0,15,16,25,28,29,31,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60,204,,1,1,1,245
RES3F,R3F5B,USACE - Chicago,"Apartment Unit Sub-Grade, Structure",5Plus Stories,,0,0,4,8,12,15,20,23,28,33,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70,205,1,1,1,1,246
RES4,R4LN,USACE - Galveston,"Average Hotel & Motel, structure",Low Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,,1,1,1,337
RES4,R4LB,USACE - Galveston,"Average Hotel & Motel, structure",Low Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,1,1,1,1,338
RES4,R4MN,USACE - Galveston,"Average Hotel & Motel, structure",Mid Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,,1,1,1,339
RES4,R4MB,USACE - Galveston,"Average Hotel & Motel, structure",Mid Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,1,1,1,1,340
RES4,R4HN,USACE - Galveston,"Average Hotel & Motel, structure",High Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,,1,1,1,341
RES4,R4HB,USACE - Galveston,"Average Hotel & Motel, structure",High Rise,,0,0,0,0,0,3,5,6,7,9,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86,209,1,1,1,1,342
RES5,R5LN,USACE - Galveston,"Nursing Home, structure",Low Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,,1,1,1,343
RES5,R5LB,USACE - Galveston,"Nursing Home, structure",Low Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,1,1,1,1,344
RES5,R5MN,USACE - Galveston,"Nursing Home, structure",Mid Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,,1,1,1,345
RES5,R5MB,USACE - Galveston,"Nursing Home, structure",Mid Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,1,1,1,1,346
RES5,R5HN,USACE - Galveston,"Nursing Home, structure",High Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,,1,1,1,347
RES5,R5HB,USACE - Galveston,"Nursing Home, structure",High Rise,RES6 default,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,214,1,1,1,1,348
RES6,R6LN,USACE - Galveston,"Nursing Home, structure",Low Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,,1,1,1,349
RES6,R6LB,USACE - Galveston,"Nursing Home, structure",Low Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,1,1,1,1,350
RES6,R6MN,USACE - Galveston,"Nursing Home, structure",Mid Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,,1,1,1,351
RES6,R6MB,USACE - Galveston,"Nursing Home, structure",Mid Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,1,1,1,1,352
RES6,R6HN,USACE - Galveston,"Nursing Home, structure",High Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,,1,1,1,353
RES6,R6HB,USACE - Galveston,"Nursing Home, structure",High Rise,,0,0,0,0,0,7,10,14,15,15,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92,215,1,1,1,1,354
